batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0046,2020-04-21,a000663,"Cassidy, Scott A.; Dimova, Ralitza; Giguère, Benjamin; Spence, Jeffrey R.; Stanley, David J.",2019,Failing Grade: 89% of Introduction-to-Psychology Textbooks That Define or Explain Statistical Significance Do So Incorrectly,Advances in Methods and Practices in Psychological Science,batch0046/a000663/a000663_article.pdf
batch0046,2020-04-21,a000737,"Cranmer, Skyler J.; Leifeld, Philip; McClurg, Scott D.; Rolfe, Meredith",2017,Navigating the Range of Statistical Tools for Inferential Network Analysis,American Journal of Political Science,batch0046/a000737/a000737_article.pdf
batch0046,2020-04-21,a000850,"Hartman, Erin; Hidalgo, F. Daniel",2018,An Equivalence Approach to Balance and Placebo Tests,American Journal of Political Science,batch0046/a000850/a000850_article.pdf
batch0046,2020-04-21,a000861,"Peng, Yujia; Thurman, Steven; Lu, Hongjing",2017,Causal Action: A Fundamental Constraint on Perception and Inference About Body Movements,Psychological Science,batch0046/a000861/a000861_article.pdf
batch0046,2020-04-21,a000900,"Cummings, Jenna R.; Tomiyama, A. Janet",2019,Food loves company: Risky eating with friends increases interpersonal closeness,Journal of Experimental Social Psychology,batch0046/a000900/a000900_article.pdf
batch0046,2020-04-21,a000963,"Pilditch, Toby D.; Fenton, Norman; Lagnado, David",2019,The Zero-Sum Fallacy in Evidence Evaluation,Psychological Science,batch0046/a000963/a000963_article.pdf
batch0046,2020-04-21,a001010,"Rakison, David H.",2018,"Do 5-Month-Old Infants Possess an Evolved Detection Mechanism for Snakes, Sharks, and Rodents?",Journal of Cognition and Development,batch0046/a001010/a001010_article.pdf
batch0046,2020-04-21,a001028,"Leighton, Dana C.; Legate, Nicole; LePine, Sara; Anderson, Samantha F.; Grahe, Jon",2018,"Self-Esteem, Self-Disclosure, Self-Expression, and Connection on Facebook: A Collaborative Replication Meta-Analysis",Psi Chi Journal of Psychological Research,batch0046/a001028/a001028_article.pdf
batch0046,2020-04-21,a001068,"Ding, Xiaowei; Gao, Zaifeng; Shen, Mowei",2017,Two Equals One: Two Human Actions During Social Interaction Are Grouped as One Unit in Working Memory,Psychological Science,batch0046/a001068/a001068_article.pdf
batch0046,2020-04-21,a001106,"Ndobo, André; Faure, Alice; Boisselier, Jeanne; Giannaki, Stella",2018,The ethno-racial segmentation jobs: The impacts of the occupational stereotypes on hiring decisions,The Journal of Social Psychology,batch0046/a001106/a001106_article.pdf
batch0046,2020-04-21,a001253,"Vadillo, Miguel A.; Gold, Natalie; Osman, Magda",2016,The Bitter Truth About Sugar and Willpower: The Limited Evidential Value of the Glucose Model of Ego Depletion,Psychological Science,batch0046/a001253/a001253_article.pdf
batch0046,2020-04-21,a001318,"Group, The NPQIP Collaborative",2019,Did a change in Nature journals’ editorial policy for life sciences research improve reporting?,BMJ Open Science,batch0046/a001318/a001318_article.pdf
batch0046,2020-04-21,a001372,"de la Rosa, Stephan; Fademrecht, Laura; Bülthoff, Heinrich H.; Giese, Martin A.; Curio, Cristóbal",2018,Two Ways to Facial Expression Recognition? Motor and Visual Information Have Different Effects on Facial Expression Recognition,Psychological Science,batch0046/a001372/a001372_article.pdf
batch0046,2020-04-21,a001389,"Barasch, Alixandra; Diehl, Kristin; Silverman, Jackie; Zauberman, Gal",2017,Photographic Memory: The Effects of Volitional Photo Taking on Memory for Visual and Auditory Aspects of an Experience,Psychological Science,batch0046/a001389/a001389_article.pdf
batch0046,2020-04-21,a001475,"Simonovits, Gabor; Guess, Andrew M.; Nagler, Jonathan",2019,Responsiveness without Representation: Evidence from Minimum Wage Laws in U.S. States,American Journal of Political Science,batch0046/a001475/a001475_article.pdf
batch0046,2020-04-21,a001516,"James, Ella L.; Bonsall, Michael B.; Hoppitt, Laura; Tunbridge, Elizabeth M.; Geddes, John R.; Milton, Amy L.; Holmes, Emily A.",2015,Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms,Psychological Science,batch0046/a001516/a001516_article.pdf
batch0046,2020-04-21,a001539,"Botteron, Haley E.; Richards, Cheryl A.; Nishino, Tomoyuki; Ueda, Keisuke; Acevedo, Haley K.; Koller, Jonathan M.; Black, Kevin J.",2019,The urge to blink in Tourette syndrome,Cortex,batch0046/a001539/a001539_article.pdf
batch0046,2020-04-21,a001661,"Hassan, Mai",2017,"The Strategic Shuffle: Ethnic Geography, the Internal Security Apparatus, and Elections in Kenya",American Journal of Political Science,batch0046/a001661/a001661_article.pdf
