batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0033,2020-04-15,a000315,"Clifford, Scott; Jerit, Jennifer",2018,"Disgust, Anxiety, and Political Learning in the Face of Threat",American Journal of Political Science,batch0033/a000315/a000315_article.pdf
batch0033,2020-04-15,a000327,"Hascup, Erin R.; Broderick, Sarah O.; Russell, Mary K.; Fang, Yimin; Bartke, Andrzej; Boger, Heather A.; Hascup, Kevin N.",2019,Diet-induced insulin resistance elevates hippocampal glutamate as well as VGLUT1 and GFAP expression in AβPP/PS1 mice,Journal of Neurochemistry,batch0033/a000327/a000327_article.pdf
batch0033,2020-04-15,a000355,"Goudeau, Sébastien; Croizet, Jean-Claude",2017,Hidden Advantages and Disadvantages of Social Class: How Classroom Settings Reproduce Social Inequality by Staging Unfair Comparison,Psychological Science,batch0033/a000355/a000355_article.pdf
batch0033,2020-04-15,a000419,"Rahnev, Dobromir; Koizumi, Ai; McCurdy, Li Yan; D’Esposito, Mark; Lau, Hakwan",2015,Confidence Leak in Perceptual Decision Making,Psychological Science,batch0033/a000419/a000419_article.pdf
batch0033,2020-04-15,a000437,"Murray, Damian R.; Murphy, Sean C.; Hippel, William von; Trivers, Robert; Haselton, Martie G.",2017,A Preregistered Study of Competing Predictions Suggests That Men Do Overestimate Women’s Sexual Intent,Psychological Science,batch0033/a000437/a000437_article.pdf
batch0033,2020-04-15,a000485,"Craig, Michael C.; Mulder, Leandra M.; Zwiers, Marcel P.; Sethi, Arjun; Hoekstra, Pieter J.; Dietrich, Andrea; Baumeister, Sarah; Aggensteiner, Pascal M.; Banaschewski, Tobias; Brandeis, Daniel; Werhahn, Julia E.; Walitza, Susanne; Castro-Fornieles, Josefina; Arango, Celso; Schulze, Ulrike M. E.; Glennon, Jeffrey C.; Franke, Barbara; Santosh, Paramala J.; Mastroianni, Mathilde; van Asten, Jack J. A.; Buitelaar, Jan K.; Lythgoe, David J.; Naaijen, Jilly",2019,Distinct associations between fronto-striatal glutamate concentrations and callous-unemotional traits and proactive aggression in disruptive behavior,Cortex,batch0033/a000485/a000485_article.pdf
batch0033,2020-04-15,a000525,"Cameira, Miguel; Ribeiro, Tiago Azevedo",2014,Reactions to Intragroup Deviance: Does Disidentification Have a Role?,The Journal of Social Psychology,batch0033/a000525/a000525_article.pdf
batch0033,2020-04-15,a000556,"McMurray, Bob; Jongman, Allard",2016,What Comes After /f/? Prediction in Speech Derives From Data-Explanatory Processes,Psychological Science,batch0033/a000556/a000556_article.pdf
batch0033,2020-04-15,a000564,"Piazzai, Michele; Wijnberg, Nachoem M.",2019,"Product proliferation, complexity, and deterrence to imitation in differentiated-product oligopolies",Strategic Management Journal,batch0033/a000564/a000564_article.pdf
batch0033,2020-04-15,a000566,"Kontra, Carly; Lyons, Daniel J.; Fischer, Susan M.; Beilock, Sian L.",2015,Physical Experience Enhances Science Learning,Psychological Science,batch0033/a000566/a000566_article.pdf
batch0033,2020-04-15,a000572,"Axt, Jordan R.; Moran, Tal; Bar-Anan, Yoav",2018,Simultaneous ingroup and outgroup favoritism in implicit social cognition,Journal of Experimental Social Psychology,batch0033/a000572/a000572_article.pdf
batch0033,2020-04-15,a000604,"Fredrickson, Barbara L.; Kok, Bethany E.",2018,Evidence for the Upward Spiral Stands Steady: A Response to Nickerson (2018),Psychological Science,batch0033/a000604/a000604_article.pdf
batch0033,2020-04-15,a000641,"Liu, Yanping; Reichle, Erik D.",2018,Eye-Movement Evidence for Object-Based Attention in Chinese Reading,Psychological Science,batch0033/a000641/a000641_article.pdf
batch0033,2020-04-15,a000651,"Maier, Martin; Abdel Rahman, Rasha",2018,Native Language Promotes Access to Visual Consciousness,Psychological Science,batch0033/a000651/a000651_article.pdf
batch0033,2020-04-15,a000694,"Seli, Paul; Risko, Evan F.; Smilek, Daniel",2016,On the Necessity of Distinguishing Between Unintentional and Intentional Mind Wandering,Psychological Science,batch0033/a000694/a000694_article.pdf
batch0033,2020-04-15,a000704,"Verbruggen, Frederick; McLaren, Rossy; Pereg, Maayan; Meiran, Nachshon",2018,Structure and Implementation of Novel Task Rules: A Cross-Sectional Developmental Study,Psychological Science,batch0033/a000704/a000704_article.pdf
batch0033,2020-04-15,a000755,"Zhang, Chao; Smolders, Karin C. H. J.; Lakens, Daniël; IJsselsteijn, Wijnand A.",2018,Two experience sampling studies examining the variation of self-control capacity and its relationship with core affect in daily life,Journal of Research in Personality,batch0033/a000755/a000755_article.pdf
batch0033,2020-04-15,a000811,"Kardas, Michael; O’Brien, Ed",2018,Easier Seen Than Done: Merely Watching Others Perform Can Foster an Illusion of Skill Acquisition,Psychological Science,batch0033/a000811/a000811_article.pdf
batch0033,2020-04-15,a000833,"Uchihara, Takumi; Webb, Stuart; Yanagisawa, Akifumi",2019,The Effects of Repetition on Incidental Vocabulary Learning: A Meta-Analysis of Correlational Studies,Language Learning,batch0033/a000833/a000833_article.pdf
batch0033,2020-04-15,a000857,"Anderson, Sarah E.; Buntaine, Mark T.; Liu, Mengdi; Zhang, Bing",2019,Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China,American Journal of Political Science,batch0033/a000857/a000857_article.pdf
batch0033,2020-04-15,a000886,"Mueller, Erik M.; Sperl, Matthias F. J.; Panitz, Christian",2019,Aversive Imagery Causes De Novo Fear Conditioning,Psychological Science,batch0033/a000886/a000886_article.pdf
batch0033,2020-04-15,a001228,"Berger, Christopher C.; Ehrsson, H. Henrik",2018,Mental Imagery Induces Cross-Modal Sensory Plasticity and Changes Future Auditory Perception,Psychological Science,batch0033/a001228/a001228_article.pdf
batch0033,2020-04-15,a001290,"Zhang, Yufeng; Chen, Zhuo Job; Li, Hong",2017,Toward a model of risky decisions: Synergistic effect of affect intensity and affective processing on risk-seeking as a function of decision domain,Journal of Experimental Social Psychology,batch0033/a001290/a001290_article.pdf
batch0033,2020-04-15,a001309,"Scopelliti, Irene; Loewenstein, George; Vosgerau, Joachim",2015,You Call It “Self-Exuberance”; I Call It “Bragging”: Miscalibrated Predictions of Emotional Responses to Self-Promotion,Psychological Science,batch0033/a001309/a001309_article.pdf
batch0033,2020-04-15,a001389,"Barasch, Alixandra; Diehl, Kristin; Silverman, Jackie; Zauberman, Gal",2017,Photographic Memory: The Effects of Volitional Photo Taking on Memory for Visual and Auditory Aspects of an Experience,Psychological Science,batch0033/a001389/a001389_article.pdf
batch0033,2020-04-15,a001401,"Sandstrom, Gillian M.; Schmader, Toni; Croft, Alyssa; Kwok, Navio",2019,A social identity threat perspective on being the target of generosity from a higher status other,Journal of Experimental Social Psychology,batch0033/a001401/a001401_article.pdf
batch0033,2020-04-15,a001404,"Witt, Jessica K.",2019,Graph Construction: An Empirical Investigation on Setting the Range of the Y-Axis,Meta-Psychology,batch0033/a001404/a001404_article.pdf
batch0033,2020-04-15,a001472,"Goffin, Celia; Sokolowski, H. Moriah; Slipenkyj, Michael; Ansari, Daniel",2019,Does writing handedness affect neural representation of symbolic number? An fMRI adaptation study,Cortex,batch0033/a001472/a001472_article.pdf
batch0033,2020-04-15,a001520,"Engelhardt, Christopher R.; Mazurek, Micah O.; Hilgard, Joseph; Rouder, Jeffrey N.; Bartholow, Bruce D.",2015,"Effects of Violent-Video-Game Exposure on Aggressive Behavior, Aggressive-Thought Accessibility, and Aggressive Affect Among Adults With and Without Autism Spectrum Disorder",Psychological Science,batch0033/a001520/a001520_article.pdf
batch0033,2020-04-15,a001594,"Mevel, Katell; Borst, Grégoire; Poirel, Nicolas; Simon, Grégory; Orliac, François; Etard, Olivier; Houdé, Olivier; De Neys, Wim",2019,Developmental frontal brain activation differences in overcoming heuristic bias,Cortex,batch0033/a001594/a001594_article.pdf
